Time,V(0),V(N001),V(N002),V(N003),V(N004),V(N005),I(C1),I(I1),I(I2),I(L1),I(L2),I(R1),I(R2),I(R3),I(R4),
0.00725,0,-10.0631,-0.823635,0.579564,-3.68865,0.260843,-0.00637443,-0.0987688,-0.0987688,-0.0656484,-0.0331205,0.00637443,0.0394949,0.0923944,0.00637443,
0.0073,0,-10.0508,-0.778735,0.592009,-3.55993,0.267466,-0.00649086,-0.0992115,-0.0992115,-0.0674283,-0.0317831,0.00649086,0.038274,0.0927206,0.00649086,
0.00735,0,-10.0293,-0.733831,0.603906,-3.42773,0.273828,-0.00660157,-0.0995562,-0.0995562,-0.0691422,-0.030414,0.00660157,0.0370156,0.0929546,0.00660157,
0.0074,0,-9.99859,-0.688963,0.615242,-3.29216,0.279921,-0.00670643,-0.0998027,-0.0998027,-0.0707883,-0.0290144,0.00670643,0.0357208,0.0930962,0.00670643,
0.00745,0,-9.9587,-0.644171,0.626007,-3.15336,0.28574,-0.00680534,-0.0999507,-0.0999507,-0.072365,-0.0275857,0.00680534,0.034391,0.0931453,0.00680534,
0.0075,0,-9.90968,-0.599498,0.636189,-3.01147,0.291278,-0.00689821,-0.1,-0.1,-0.0738707,-0.0261293,0.00689821,0.0330275,0.0931018,0.00689821,
0.00755,0,-9.85156,-0.554984,0.645778,-2.86663,0.296531,-0.00698493,-0.0999507,-0.0999507,-0.075304,-0.0246466,0.00698493,0.0316316,0.0929657,0.00698493,
0.0076,0,-9.7844,-0.51067,0.654765,-2.71897,0.301493,-0.00706543,-0.0998027,-0.0998027,-0.0766635,-0.0231392,0.00706543,0.0302046,0.0927372,0.00706543,
0.00765,0,-9.70826,-0.466597,0.66314,-2.56864,0.306159,-0.00713961,-0.0995562,-0.0995562,-0.0779478,-0.0216084,0.00713961,0.028748,0.0924166,0.00713961,
0.0077,0,-9.62321,-0.422805,0.670895,-2.41579,0.310525,-0.00720742,-0.0992115,-0.0992115,-0.0791557,-0.0200558,0.00720742,0.0272632,0.0920041,0.00720742,
0.00775,0,-9.52934,-0.379333,0.678023,-2.26058,0.314585,-0.00726876,-0.0987688,-0.0987688,-0.080286,-0.0184828,0.00726876,0.0257516,0.0915001,0.00726876,
0.0078,0,-9.42674,-0.336223,0.684516,-2.10314,0.318336,-0.0073236,-0.0982287,-0.0982287,-0.0813376,-0.0168912,0.0073236,0.0242148,0.0909051,0.0073236,
0.00785,0,-9.31549,-0.293512,0.690367,-1.94364,0.321774,-0.00737185,-0.0975917,-0.0975917,-0.0823094,-0.0152823,0.00737185,0.0226541,0.0902198,0.00737185,
0.0079,0,-9.19572,-0.251242,0.69557,-1.78223,0.324895,-0.00741349,-0.0968583,-0.0968583,-0.0832005,-0.0136578,0.00741349,0.0210713,0.0894448,0.00741349,
0.00795,0,-9.06754,-0.209449,0.700121,-1.61908,0.327698,-0.00744846,-0.0960294,-0.0960294,-0.08401,-0.0120193,0.00744846,0.0194678,0.0885809,0.00744846,
0.008,0,-8.93106,-0.168172,0.704014,-1.45434,0.330177,-0.00747673,-0.0951057,-0.0951057,-0.0847372,-0.0103684,0.00747673,0.0178452,0.0876289,0.00747673,
0.00805,0,-8.78643,-0.127449,0.707245,-1.28817,0.332332,-0.00749826,-0.0940881,-0.0940881,-0.0853813,-0.00870678,0.00749826,0.016205,0.0865898,0.00749826,
0.0081,0,-8.63378,-0.0873175,0.709812,-1.12074,0.33416,-0.00751304,-0.0929776,-0.0929776,-0.0859417,-0.00703598,0.00751304,0.014549,0.0854646,0.00751304,
0.00815,0,-8.47326,-0.0478133,0.711711,-0.952214,0.335659,-0.00752104,-0.0917755,-0.0917755,-0.0864178,-0.00535768,0.00752104,0.0128787,0.0842544,0.00752104,
0.0082,0,-8.30502,-0.0089726,0.71294,-0.782754,0.336827,-0.00752226,-0.0904827,-0.0904827,-0.0868092,-0.00367355,0.00752226,0.0111958,0.0829604,0.00752226,
0.00825,0,-8.12923,0.0291692,0.713498,-0.612529,0.337664,-0.0075167,-0.0891007,-0.0891007,-0.0871154,-0.00198523,0.0075167,0.00950193,0.081584,0.0075167,
0.0083,0,-7.94605,0.0665775,0.713385,-0.441707,0.338168,-0.00750435,-0.0876307,-0.0876307,-0.0873363,-0.000294395,0.00750435,0.00779874,0.0801263,0.00750435,
0.00835,0,-7.75568,0.103218,0.7126,-0.270454,0.338338,-0.00748523,-0.0860742,-0.0860742,-0.0874715,0.0013973,0.00748523,0.00608793,0.078589,0.00748523,
0.0084,0,-7.55829,0.139059,0.711143,-0.0989406,0.338176,-0.00745935,-0.0844328,-0.0844328,-0.087521,0.00308818,0.00745935,0.00437117,0.0769734,0.00745935,
0.00845,0,-7.35407,0.174066,0.709017,0.0726653,0.33768,-0.00742673,-0.0827081,-0.0827081,-0.0874846,0.00477658,0.00742673,0.00265015,0.0752813,0.00742673,
0.0085,0,-7.14322,0.208209,0.706223,0.244195,0.336852,-0.00738741,-0.0809017,-0.0809017,-0.0873625,0.00646084,0.00738741,0.000926573,0.0735143,0.00738741,
0.00855,0,-6.92595,0.241457,0.702763,0.415479,0.335692,-0.00734143,-0.0790155,-0.0790155,-0.0871548,0.0081393,0.00734143,-0.00079787,0.0716741,0.00734143,
0.0086,0,-6.70247,0.273779,0.698642,0.586349,0.334201,-0.00728882,-0.0770513,-0.0770513,-0.0868616,0.0098103,0.00728882,-0.00252148,0.0697625,0.00728882,
0.00865,0,-6.473,0.305147,0.693862,0.756636,0.33238,-0.00722964,-0.0750111,-0.0750111,-0.0864833,0.0114722,0.00722964,-0.00424257,0.0677815,0.00722964,
0.0087,0,-6.23776,0.335533,0.688428,0.926174,0.330231,-0.00716393,-0.0728969,-0.0728969,-0.0860202,0.0131234,0.00716393,-0.00595943,0.0657329,0.00716393,
0.00875,0,-5.99698,0.36491,0.682346,1.09479,0.327757,-0.00709177,-0.0707107,-0.0707107,-0.0854728,0.0147621,0.00709177,-0.00767037,0.0636189,0.00709177,
0.0088,0,-5.7509,0.393252,0.675622,1.26233,0.32496,-0.00701323,-0.0684547,-0.0684547,-0.0848417,0.0163869,0.00701323,-0.00937372,0.0614415,0.00701323,
0.00885,0,-5.49975,0.420533,0.668261,1.42862,0.321843,-0.00692837,-0.0661312,-0.0661312,-0.0841273,0.0179962,0.00692837,-0.0110678,0.0592028,0.00692837,
0.0089,0,-5.24378,0.44673,0.660272,1.5935,0.318408,-0.00683728,-0.0637424,-0.0637424,-0.0833306,0.0195882,0.00683728,-0.0127509,0.0569051,0.00683728,
0.00895,0,-4.98325,0.47182,0.651661,1.7568,0.314658,-0.00674005,-0.0612907,-0.0612907,-0.0824522,0.0211615,0.00674005,-0.0144214,0.0545507,0.00674005,
0.009,0,-4.7184,0.49578,0.642437,1.91837,0.310599,-0.00663677,-0.0587785,-0.0587785,-0.081493,0.0227145,0.00663677,-0.0160777,0.0521418,0.00663677,
0.00905,0,-4.44949,0.51859,0.63261,2.07804,0.306233,-0.00652753,-0.0562083,-0.0562083,-0.080454,0.0242457,0.00652753,-0.0177181,0.0496808,0.00652753,
0.0091,0,-4.17679,0.54023,0.622188,2.23567,0.301565,-0.00641246,-0.0535827,-0.0535827,-0.0793362,0.0257535,0.00641246,-0.019341,0.0471702,0.00641246,
0.00915,0,-3.90057,0.560683,0.611182,2.39108,0.296599,-0.00629165,-0.0509041,-0.0509041,-0.0781406,0.0272365,0.00629165,-0.0209448,0.0446125,0.00629165,
0.0092,0,-3.62109,0.579929,0.599602,2.54414,0.291341,-0.00616522,-0.0481754,-0.0481754,-0.0768685,0.0286932,0.00616522,-0.022528,0.0420101,0.00616522,
0.00925,0,-3.33862,0.597954,0.58746,2.69468,0.285795,-0.0060333,-0.045399,-0.045399,-0.0755212,0.0301222,0.0060333,-0.0240889,0.0393657,0.0060333,
0.0093,0,-3.05345,0.614742,0.574768,2.84257,0.279968,-0.00589602,-0.0425779,-0.0425779,-0.0740999,0.031522,0.00589601,-0.025626,0.0366819,0.00589601,
0.00935,0,-2.76585,0.630279,0.561538,2.98765,0.273864,-0.0057535,-0.0397148,-0.0397148,-0.0726061,0.0328913,0.0057535,-0.0271378,0.0339613,0.0057535,
0.0094,0,-2.4761,0.644554,0.547783,3.12978,0.267489,-0.00560588,-0.0368125,-0.0368125,-0.0710412,0.0342288,0.00560588,-0.0286229,0.0312066,0.00560588,
0.00945,0,-2.18449,0.657553,0.533516,3.26882,0.260851,-0.00545331,-0.0338738,-0.0338738,-0.0694068,0.035533,0.00545331,-0.0300797,0.0284205,0.00545331,
0.0095,0,-1.89131,0.669269,0.518752,3.40464,0.253955,-0.00529595,-0.0309017,-0.0309017,-0.0677045,0.0368028,0.00529595,-0.0315068,0.0256058,0.00529595,
0.00955,0,-1.59683,0.679691,0.503504,3.5371,0.246808,-0.00513393,-0.0278991,-0.0278991,-0.0659359,0.0380368,0.00513393,-0.0329029,0.0227652,0.00513393,
0.0096,0,-1.30135,0.688812,0.487788,3.66607,0.239418,-0.00496741,-0.024869,-0.024869,-0.0641029,0.0392339,0.00496741,-0.0342665,0.0199016,0.00496741,
0.00965,0,-1.00515,0.696626,0.471619,3.79142,0.231791,-0.00479657,-0.0218143,-0.0218143,-0.0622072,0.0403929,0.00479657,-0.0355963,0.0170178,0.00479657,
0.0097,0,-0.708529,0.703127,0.455013,3.91303,0.223935,-0.00462156,-0.0187381,-0.0187381,-0.0602507,0.0415125,0.00462156,-0.036891,0.0141166,0.00462156,
0.00975,0,-0.411775,0.708313,0.437986,4.03079,0.215858,-0.00444256,-0.0156434,-0.0156434,-0.0582353,0.0425918,0.00444256,-0.0381493,0.0112009,0.00444256,
0.0098,0,-0.115177,0.712181,0.420555,4.14456,0.207568,-0.00425974,-0.0125333,-0.0125333,-0.056163,0.0436297,0.00425974,-0.0393699,0.00827358,0.00425974,
0.00985,0,0.180974,0.714729,0.402737,4.25425,0.199073,-0.00407328,-0.00941083,-0.00941083,-0.0540359,0.044625,0.00407328,-0.0405518,0.00533755,0.00407328,
0.0099,0,0.476388,0.715958,0.384549,4.35974,0.190382,-0.00388335,-0.00627905,-0.00627905,-0.051856,0.045577,0.00388335,-0.0416936,0.0023957,0.00388335,
0.00995,0,0.770777,0.715869,0.36601,4.46093,0.181502,-0.00369016,-0.00314108,-0.00314108,-0.0496255,0.0464845,0.00369016,-0.0427943,-0.000549079,0.00369016,
0.01,0,1.06385,0.714465,0.347136,4.55772,0.172443,-0.00349387,-1.79607e-11,-1.79607e-11,-0.0473467,0.0473467,0.00349387,-0.0438528,-0.00349387,0.00349387,
0.01005,0,1.35533,0.71175,0.327948,4.65002,0.163213,-0.00329469,0.00314108,0.00314108,-0.0450217,0.0481627,0.00329469,-0.0448681,-0.00643577,0.00329469,
0.0101,0,1.64492,0.707729,0.308463,4.73773,0.153823,-0.00309281,0.00627905,0.00627905,-0.0426528,0.0489319,0.00309281,-0.045839,-0.00937186,0.00309281,
0.01015,0,1.93234,0.702409,0.288701,4.82076,0.14428,-0.00288843,0.00941083,0.00941083,-0.0402424,0.0496533,0.00288843,-0.0467648,-0.0122993,0.00288843,
0.0102,0,2.2173,0.695798,0.268681,4.89904,0.134594,-0.00268174,0.0125333,0.0125333,-0.0377929,0.0503262,0.00268174,-0.0476445,-0.0152151,0.00268174,
0.01025,0,2.49954,0.687905,0.248423,4.97249,0.124776,-0.00247295,0.0156434,0.0156434,-0.0353067,0.0509501,0.00247295,-0.0484772,-0.0181164,0.00247295,
0.0103,0,2.77878,0.67874,0.227946,5.04103,0.114834,-0.00226226,0.0187381,0.0187381,-0.0327861,0.0515243,0.00226226,-0.049262,-0.0210004,0.00226226,
0.01035,0,3.05473,0.668314,0.207272,5.10461,0.104778,-0.00204987,0.0218143,0.0218143,-0.0302338,0.0520482,0.00204987,-0.0499983,-0.0238642,0.00204987,
0.0104,0,3.32714,0.656641,0.186419,5.16314,0.0946186,-0.001836,0.024869,0.024869,-0.0276523,0.0525213,0.001836,-0.0506852,-0.026705,0.001836,
0.01045,0,3.59573,0.643735,0.165408,5.21659,0.0843656,-0.00162086,0.0278991,0.0278991,-0.025044,0.0529431,0.00162086,-0.0513222,-0.02952,0.00162086,
0.0105,0,3.86025,0.629611,0.144261,5.26489,0.074029,-0.00140464,0.0309017,0.0309017,-0.0224115,0.0533132,0.00140464,-0.0519086,-0.0323063,0.00140464,
0.01055,0,4.12042,0.614286,0.122998,5.30799,0.0636191,-0.00118757,0.0338738,0.0338738,-0.0197575,0.0536313,0.00118757,-0.0524437,-0.0350614,0.00118757,
0.0106,0,4.37601,0.597776,0.101639,5.34587,0.0531461,-0.000969858,0.0368125,0.0368125,-0.0170846,0.0538971,0.000969858,-0.0529272,-0.0377823,0.000969858,
0.01065,0,4.62675,0.580102,0.0802059,5.37846,0.0426203,-0.000751712,0.0397148,0.0397148,-0.0143954,0.0541102,0.000751712,-0.0533584,-0.0404665,0.000751712,
0.0107,0,4.87241,0.561282,0.0587196,5.40576,0.0320522,-0.000533349,0.0425779,0.0425779,-0.0116925,0.0542704,0.000533349,-0.0537371,-0.0431113,0.000533349,
0.01075,0,5.11274,0.541338,0.037201,5.42772,0.021452,-0.00031498,0.045399,0.045399,-0.00897862,0.0543777,0.00031498,-0.0540627,-0.045714,0.00031498,
0.0108,0,5.34751,0.520293,0.0156714,5.44433,0.0108304,-9.68194e-05,0.0481754,0.0481754,-0.00625646,0.0544318,9.68194e-05,-0.054335,-0.0482722,9.68194e-05,
0.01085,0,5.57649,0.498169,-0.00584826,5.45557,0.000197725,0.00012092,0.0509041,0.0509041,-0.00352867,0.0544328,-0.00012092,-0.0545537,-0.0507832,-0.00012092,
0.0109,0,5.79946,0.47499,-0.0273367,5.46143,-0.0104355,0.000338025,0.0535827,0.0535827,-0.000797957,0.0543806,-0.000338025,-0.0547187,-0.0532447,-0.000338025,
0.01095,0,6.01619,0.450782,-0.0487729,5.4619,-0.0210587,0.000554284,0.0562083,0.0562083,0.001933,0.0542753,-0.000554284,-0.0548296,-0.0556541,-0.000554284,
0.011,0,6.22648,0.425572,-0.0701358,5.45699,-0.0316616,0.000769486,0.0587785,0.0587785,0.00466149,0.054117,-0.000769486,-0.0548865,-0.058009,-0.000769486,
0.01105,0,6.43011,0.399386,-0.0914045,5.4467,-0.0422335,0.00098342,0.0612907,0.0612907,0.00738484,0.0539059,-0.00098342,-0.0548893,-0.0603073,-0.00098342,
0.0111,0,6.62691,0.372253,-0.112558,5.43103,-0.0527641,0.00119588,0.0637424,0.0637424,0.0101004,0.053642,-0.00119588,-0.0548379,-0.0625465,-0.00119588,
0.01115,0,6.81666,0.344203,-0.133576,5.41001,-0.063243,0.00140665,0.0661312,0.0661312,0.0128054,0.0533258,-0.00140665,-0.0547325,-0.0647245,-0.00140665,
0.0112,0,6.99918,0.315264,-0.154437,5.38365,-0.0736599,0.00161553,0.0684547,0.0684547,0.0154972,0.0529575,-0.00161553,-0.0545731,-0.0668392,-0.00161553,
0.01125,0,7.1743,0.285468,-0.175121,5.35198,-0.0840044,0.00182232,0.0707107,0.0707107,0.0181732,0.0525375,-0.00182232,-0.0543598,-0.0688884,-0.00182232,
0.0113,0,7.34185,0.254847,-0.195607,5.31503,-0.0942664,0.00202682,0.0728969,0.0728969,0.0208307,0.0520662,-0.00202682,-0.054093,-0.07087,-0.00202682,
0.01135,0,7.50166,0.223434,-0.215877,5.27285,-0.104436,0.00222882,0.0750111,0.0750111,0.0234671,0.051544,-0.00222882,-0.0537728,-0.0727823,-0.00222882,
0.0114,0,7.65358,0.191262,-0.235909,5.22546,-0.114502,0.00242812,0.0770513,0.0770513,0.0260798,0.0509715,-0.00242812,-0.0533996,-0.0746232,-0.00242812,
0.01145,0,7.79746,0.158364,-0.255684,5.17292,-0.124456,0.00262454,0.0790155,0.0790155,0.0286663,0.0503492,-0.00262454,-0.0529737,-0.076391,-0.00262454,
0.0115,0,7.93316,0.124776,-0.275182,5.11528,-0.134288,0.00281788,0.0809017,0.0809017,0.0312239,0.0496778,-0.00281788,-0.0524956,-0.0780838,-0.00281788,
0.01155,0,8.06054,0.0905331,-0.294385,5.05259,-0.143987,0.00300795,0.0827081,0.0827081,0.0337502,0.0489578,-0.00300795,-0.0519658,-0.0797001,-0.00300795,
0.0116,0,8.17949,0.0556716,-0.313274,4.98492,-0.153545,0.00319457,0.0844328,0.0844328,0.0362427,0.0481901,-0.00319457,-0.0513847,-0.0812382,-0.00319457,
0.01165,0,8.28989,0.0202281,-0.33183,4.91234,-0.162952,0.00337755,0.0860742,0.0860742,0.0386989,0.0473753,-0.00337755,-0.0507529,-0.0826966,-0.00337755,
0.0117,0,8.39163,-0.0157602,-0.350034,4.83491,-0.172198,0.00355672,0.0876307,0.0876307,0.0411163,0.0465144,-0.00355672,-0.0500711,-0.0840739,-0.00355672,
0.01175,0,8.48462,-0.0522553,-0.36787,4.75271,-0.181275,0.00373191,0.0891007,0.0891007,0.0434927,0.045608,-0.00373191,-0.0493399,-0.0853687,-0.00373191,
0.0118,0,8.56876,-0.0892191,-0.385319,4.66583,-0.190173,0.00390293,0.0904827,0.0904827,0.0458256,0.0446571,-0.00390293,-0.04856,-0.0865798,-0.00390293,
0.01185,0,8.64397,-0.126613,-0.402365,4.57435,-0.198883,0.00406962,0.0917755,0.0917755,0.0481128,0.0436627,-0.00406962,-0.0477323,-0.0877058,-0.00406962,
0.0119,0,8.71018,-0.164397,-0.41899,4.47836,-0.207398,0.00423183,0.0929776,0.0929776,0.0503519,0.0426257,-0.00423183,-0.0468575,-0.0887458,-0.00423183,
0.01195,0,8.76734,-0.202533,-0.435178,4.37795,-0.215709,0.00438939,0.0940881,0.0940881,0.0525409,0.0415472,-0.00438939,-0.0459366,-0.0896987,-0.00438939,
0.012,0,8.81537,-0.24098,-0.450915,4.27322,-0.223807,0.00454215,0.0951057,0.0951057,0.0546775,0.0404281,-0.00454215,-0.0449703,-0.0905635,-0.00454215,
0.01205,0,8.85424,-0.279698,-0.466183,4.16428,-0.231685,0.00468996,0.0960294,0.0960294,0.0567597,0.0392697,-0.00468996,-0.0439597,-0.0913394,-0.00468996,
0.0121,0,8.88392,-0.318647,-0.480968,4.05124,-0.239334,0.00483268,0.0968583,0.0968583,0.0587853,0.038073,-0.00483268,-0.0429057,-0.0920256,-0.00483268,
0.01215,0,8.90437,-0.357785,-0.495256,3.9342,-0.246748,0.00497017,0.0975917,0.0975917,0.0607524,0.0368393,-0.00497017,-0.0418095,-0.0926215,-0.00497017,
0.0122,0,8.91557,-0.397073,-0.509033,3.81328,-0.253918,0.00510229,0.0982287,0.0982287,0.062659,0.0355697,-0.00510229,-0.040672,-0.0931264,-0.00510229,
0.01225,0,8.91752,-0.43647,-0.522285,3.6886,-0.260839,0.00522892,0.0987688,0.0987688,0.0645033,0.0342655,-0.00522892,-0.0394944,-0.0935399,-0.00522892,
0.0123,0,8.91022,-0.475933,-0.534998,3.56029,-0.267502,0.00534993,0.0992115,0.0992115,0.0662835,0.032928,-0.00534993,-0.0382779,-0.0938615,-0.00534993,
0.01235,0,8.89368,-0.515423,-0.547162,3.42847,-0.273902,0.00546521,0.0995562,0.0995562,0.0679977,0.0315585,-0.00546521,-0.0370237,-0.094091,-0.00546521,
0.0124,0,8.86791,-0.554897,-0.558763,3.29327,-0.280031,0.00557464,0.0998027,0.0998027,0.0696443,0.0301583,-0.00557464,-0.035733,-0.094228,-0.00557464,
0.01245,0,8.83294,-0.594316,-0.569791,3.15482,-0.285885,0.00567812,0.0999507,0.0999507,0.0712217,0.0287289,-0.00567812,-0.034407,-0.0942725,-0.00567812,
0.0125,0,8.78881,-0.633637,-0.580235,3.01326,-0.291457,0.00577555,0.1,0.1,0.0727284,0.0272716,-0.00577555,-0.0330472,-0.0942245,-0.00577555,
0.01255,0,8.73556,-0.67282,-0.590084,2.86873,-0.296742,0.00586683,0.0999507,0.0999507,0.0741627,0.0257879,-0.00586683,-0.0316547,-0.0940838,-0.00586683,
0.0126,0,8.67326,-0.711824,-0.599328,2.72138,-0.301734,0.00595188,0.0998027,0.0998027,0.0755234,0.0242792,-0.00595188,-0.0302311,-0.0938508,-0.00595188,
0.01265,0,8.60195,-0.750609,-0.60796,2.57134,-0.306429,0.00603061,0.0995562,0.0995562,0.0768091,0.0227471,-0.00603061,-0.0287777,-0.0935256,-0.00603061,
0.0127,0,8.52172,-0.789133,-0.61597,2.41877,-0.310822,0.00610295,0.0992115,0.0992115,0.0780185,0.021193,-0.00610295,-0.0272959,-0.0931085,-0.00610295,
0.01275,0,8.43264,-0.827358,-0.62335,2.26382,-0.314909,0.00616883,0.0987688,0.0987688,0.0791504,0.0196184,-0.00616883,-0.0257873,-0.0926,-0.00616883,
0.0128,0,8.33481,-0.865243,-0.630094,2.10663,-0.318685,0.00622818,0.0982287,0.0982287,0.0802037,0.018025,-0.00622818,-0.0242532,-0.0920005,-0.00622818,
0.01285,0,8.22832,-0.902748,-0.636195,1.94738,-0.322147,0.00628095,0.0975917,0.0975917,0.0811774,0.0164143,-0.00628095,-0.0226952,-0.0913107,-0.00628095,
0.0129,0,8.11329,-0.939835,-0.641646,1.7862,-0.325292,0.00632709,0.0968583,0.0968583,0.0820705,0.0147878,-0.00632709,-0.0211149,-0.0905312,-0.00632709,
0.01295,0,7.98982,-0.976465,-0.646443,1.62326,-0.328116,0.00636655,0.0960294,0.0960294,0.0828821,0.0131472,-0.00636655,-0.0195138,-0.0896628,-0.00636655,
0.013,0,7.85803,-1.0126,-0.650582,1.45873,-0.330616,0.00639931,0.0951057,0.0951057,0.0836115,0.0114942,-0.00639931,-0.0178935,-0.0887063,-0.00639931,
0.01305,0,7.71807,-1.0482,-0.654057,1.29276,-0.332791,0.00642531,0.0940881,0.0940881,0.0842579,0.0098302,-0.00642531,-0.0162555,-0.0876628,-0.00642531,
0.0131,0,7.57008,-1.08323,-0.656865,1.12552,-0.334638,0.00644456,0.0929776,0.0929776,0.0848206,0.00815701,-0.00644456,-0.0146016,-0.0865331,-0.00644456,
0.01315,0,7.41419,-1.11766,-0.659005,0.957171,-0.336154,0.00645702,0.0917755,0.0917755,0.0852992,0.00647624,-0.00645702,-0.0129333,-0.0853184,-0.00645702,
0.0132,0,7.25056,-1.15144,-0.660474,0.787883,-0.33734,0.00646268,0.0904827,0.0904827,0.0856932,0.00478954,-0.00646268,-0.0112522,-0.08402,-0.00646268,
0.01325,0,7.07937,-1.18454,-0.66127,0.61782,-0.338193,0.00646155,0.0891007,0.0891007,0.0860021,0.00309858,-0.00646155,-0.00956013,-0.0826391,-0.00646155,
0.0133,0,6.90077,-1.21693,-0.661393,0.447152,-0.338712,0.00645362,0.0876307,0.0876307,0.0862256,0.00140502,-0.00645362,-0.00785864,-0.081177,-0.00645362,
0.01335,0,6.71495,-1.24858,-0.660843,0.276046,-0.338898,0.0064389,0.0860742,0.0860742,0.0863637,-0.000289469,-0.0064389,-0.00614944,-0.0796353,-0.0064389,
0.0134,0,6.52209,-1.27944,-0.65962,0.104672,-0.338749,0.00641742,0.0844328,0.0844328,0.086416,-0.00198321,-0.00641742,-0.00443421,-0.0780154,-0.00641742,
0.01345,0,6.32239,-1.3095,-0.657726,-0.0668024,-0.338267,0.00638919,0.0827081,0.0827081,0.0863826,-0.00367455,-0.00638919,-0.00271464,-0.0763189,-0.00638919,
0.0135,0,6.11604,-1.3387,-0.655163,-0.238207,-0.337451,0.00635425,0.0809017,0.0809017,0.0862635,-0.0053618,-0.00635425,-0.000992444,-0.0745475,-0.00635425,
0.01355,0,5.90325,-1.36704,-0.651934,-0.409372,-0.336302,0.00631262,0.0790155,0.0790155,0.0860588,-0.00704332,-0.00631262,0.000730694,-0.0727029,-0.00631262,
0.0136,0,5.68423,-1.39447,-0.64804,-0.580129,-0.334822,0.00626436,0.0770513,0.0770513,0.0857688,-0.00871743,-0.00626436,0.00245307,-0.070787,-0.00626436,
0.01365,0,5.4592,-1.42096,-0.643488,-0.750311,-0.333012,0.00620951,0.0750111,0.0750111,0.0853936,-0.0103825,-0.00620951,0.00417298,-0.0688016,-0.00620951,
0.0137,0,5.22838,-1.44649,-0.63828,-0.919747,-0.330874,0.00614813,0.0728969,0.0728969,0.0849337,-0.0120369,-0.00614813,0.00588873,-0.0667487,-0.00614813,
0.01375,0,4.992,-1.47104,-0.632423,-1.08827,-0.32841,0.00608027,0.0707107,0.0707107,0.0843896,-0.0136789,-0.00608027,0.00759863,-0.0646304,-0.00608027,
0.0138,0,4.7503,-1.49457,-0.625923,-1.25572,-0.325621,0.00600602,0.0684547,0.0684547,0.0837617,-0.015307,-0.00600602,0.00930099,-0.0624487,-0.00600602,
0.01385,0,4.50352,-1.51706,-0.618784,-1.42193,-0.322512,0.00592544,0.0661312,0.0661312,0.0830508,-0.0169196,-0.00592544,0.0109941,-0.0602057,-0.00592544,
0.0139,0,4.2519,-1.53848,-0.611016,-1.58672,-0.319085,0.00583862,0.0637424,0.0637424,0.0822574,-0.018515,-0.00583862,0.0126764,-0.0579038,-0.00583862,
0.01395,0,3.99569,-1.55882,-0.602626,-1.74995,-0.315344,0.00574564,0.0612907,0.0612907,0.0813824,-0.0200917,-0.00574564,0.0143461,-0.0555451,-0.00574564,
0.014,0,3.73515,-1.57805,-0.593621,-1.91145,-0.311291,0.00564659,0.0587785,0.0587785,0.0804267,-0.0216482,-0.00564659,0.0160016,-0.0531319,-0.00564659,
0.01405,0,3.47053,-1.59615,-0.584011,-2.07106,-0.306932,0.00554159,0.0562083,0.0562083,0.0793912,-0.0231828,-0.00554159,0.0176412,-0.0506668,-0.00554159,
0.0141,0,3.2021,-1.61309,-0.573806,-2.22862,-0.30227,0.00543072,0.0535827,0.0535827,0.0782769,-0.0246942,-0.00543072,0.0192635,-0.048152,-0.00543072,
0.01415,0,2.93013,-1.62887,-0.563015,-2.38397,-0.29731,0.0053141,0.0509041,0.0509041,0.0770849,-0.0261807,-0.0053141,0.0208666,-0.04559,-0.0053141,
0.0142,0,2.65488,-1.64347,-0.55165,-2.53697,-0.292057,0.00519186,0.0481754,0.0481754,0.0758164,-0.027641,-0.00519186,0.0224492,-0.0429835,-0.00519186,
0.01425,0,2.37663,-1.65686,-0.539722,-2.68747,-0.286517,0.0050641,0.045399,0.045399,0.0744727,-0.0290736,-0.0050641,0.0240095,-0.0403349,-0.0050641,
0.0143,0,2.09566,-1.66904,-0.527242,-2.8353,-0.280694,0.00493097,0.0425779,0.0425779,0.073055,-0.0304771,-0.00493097,0.0255461,-0.037647,-0.00493097,
0.01435,0,1.81224,-1.67998,-0.514223,-2.98034,-0.274594,0.00479258,0.0397148,0.0397148,0.0715648,-0.03185,-0.00479258,0.0270575,-0.0349222,-0.00479258,
0.0144,0,1.52666,-1.68968,-0.500678,-3.12243,-0.268224,0.00464909,0.0368125,0.0368125,0.0700036,-0.0331912,-0.00464909,0.0285421,-0.0321634,-0.00464909,
0.01445,0,1.23919,-1.69813,-0.48662,-3.26144,-0.261589,0.00450063,0.0338738,0.0338738,0.0683729,-0.0344991,-0.00450063,0.0299985,-0.0293732,-0.00450063,
0.0145,0,0.950129,-1.70531,-0.472064,-3.39722,-0.254696,0.00434735,0.0309017,0.0309017,0.0666743,-0.0357726,-0.00434735,0.0314252,-0.0265543,-0.00434735,
0.01455,0,0.659758,-1.71121,-0.457023,-3.52965,-0.247553,0.00418941,0.0278991,0.0278991,0.0649095,-0.0370104,-0.00418941,0.0328209,-0.0237097,-0.00418941,
0.0146,0,0.368367,-1.71584,-0.441513,-3.65859,-0.240166,0.00402695,0.024869,0.024869,0.0630802,-0.0382112,-0.00402695,0.0341842,-0.020842,-0.00402695,
0.01465,0,0.076243,-1.71917,-0.425549,-3.78391,-0.232541,0.00386016,0.0218143,0.0218143,0.0611882,-0.0393739,-0.00386016,0.0355137,-0.0179542,-0.00386016,
